customer_text,spotify_reply
@SpotifyCares What would you suggest for a public network?,@166082 Sounds like a plan! We'll be right here waiting for your update /GU
"@SpotifyCares Doesn't seem to have worked. It's definitely not blocked though, it's worked up until recently",@166082 Hmm. Public networks might have restrictions that might be causing the issue. Let us know once you've given it a try. We'll be here /GU
@SpotifyCares I understand completely. They have always avoided a lot of mainstream outlets. But still wishful thinking :-).,"@167190 Hey! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /NQ"
@SpotifyCares its been sent Via DM,@167197 Hey! Can you DM us your account's email address or username? We'll see what we can suggest /RH https://t.co/ldFdZRiNAt
@SpotifyCares Is there an API I can use to figure it out for myself?,@164926 1: We understand where you're coming from. Unfortunately we're unable to recover your previous Discover Weekly.
@SpotifyCares Thanks!,@164926 2: feature you'd like to see. Let us know if there's anything else we can help with /KB
@SpotifyCares There isn't some db or log record of the songs I played from week X to week Y?,@164926 1: We understand where you're coming from. Unfortunately we're unable to recover your previous Discover Weekly.
@SpotifyCares @11664 :( heeey is there someway i could get this 😣😣,"@169270 Hey! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /RB"
@SpotifyCares hahahhaha thaaaanks!!!! 💙💙💙,"@169270 We’ll have it available to you as soon as it’s available to us! If you need anything else, give us a shout /RB"
@SpotifyCares I'm using a Pixel and I'm using version 8,@126762 2: versions you're using. We'll see what we can suggest /LO
@SpotifyCares Dmed!,@126762 Can you send us a screenshot of how the Android and Spotify versions appear on your device? We'll be right here waiting /LO
@SpotifyCares It was yesterday 4th October. Say 6pm Eastern European time,"@169272 Just to check, can you send us the date and approx time (incl. timezone) that you noticed your albums and songs were missing? /RB"
@SpotifyCares Did you manage to find an answer?,"@169272 Just to check, can you send us the date and approx time (incl. timezone) that you noticed your albums and songs were missing? /RB"
@SpotifyCares It happens on my WiFi and LTE on le iPhone 6s Plus and t mobile?,"@169273 Hey! Can you let us know which device and operating system you're using? Also, is this happening over WiFi or 3G/4G? /NQ"
@SpotifyCares Nope restarting or reinstalling doesn’t help it’s on everything,"@169273 Thanks for getting back to us. Does restarting help? Is it happening on specific tracks and playlists, or all of them? /NQ"
@SpotifyCares Thanks. some of her songs released with same album is here. this song have mv . i hope it will be here asap :),"@169276 Hey Cy! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /FR"
@SpotifyCares So that's a yes? I have to pay to not shuffle my personal music?,@169279 Hi there! This is part of our Free service on mobile. More info here: https://t.co/Uv9kyGcsCc /NQ
@SpotifyCares Are you referring to authorized accounts or just friends?,"@169282 Hi there. If your Spotify is connected to Facebook, you can add up friends using the app. More info here: https://t.co/OTTdhmb5lH /JU"
"@SpotifyCares Are you sure you're following me? I have a premium family account, and I'm looking to add users. When I first upgraded, I was given a link",@169282 Both. You can follow artists and friends on the Spotify app. Let us know if you have other questions /JU
"@SpotifyCares I could send members of my house to join the family account. I'm only utilizing 2 such accounts at present, would like to utilize more",@169282 Both. You can follow artists and friends on the Spotify app. Let us know if you have other questions /JU
@SpotifyCares can u talk with me in dm because none of it really is helping,"@169283 Hi there, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ"
@SpotifyCares I've already tried doing that too,@169550 Could you try signing up using an incognito window or a different browser instead? Keep us posted /RH
@SpotifyCares 😍😍 yall are the best,"@169553 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /AR"
"@SpotifyCares This is the worst music app I've ever tried, and I am losing my #groovemusic app for this ?? Really @115890 ??","@169626 Hey there! At this time, we're afraid this isn't possible. There's more info about this here: https://t.co/IQvWN7FkZu /NQ"
@SpotifyCares @169550 I have the same problem...,@169550 Hey there! Can you try clearing your browser's cache and cookies? That might help /RH
@SpotifyCares Thank you so much 😀,"@169720 Hey Victoria! We hear you, and your feedback's been noted. We'll let the right team know it's something you'd like to see /AN"
@SpotifyCares Thank you I'm pretty sure all the once around the world would really appreciate what your doing thank you once again,"@169720 You're welcome! If you ever need us again, just give us a shout. We'd be... https://t.co/LgAM6ky9Vv /AN"
@SpotifyCares Chrome reset to defaults gets an endless spinner.  So does an Incognito window.,@169721 Hey Brandon! Can you try clearing your browser's cache/cookies? See if that helps /RH
"@SpotifyCares USA.  The iPhone app says ""an unknown error has occurred.""  I also tried switching phone and laptop from wifi to a phone network.  No change",@169721 Alright. What country are you in? Have you also tried using a different device? That might do the trick /RH
@SpotifyCares  https://t.co/qLgtUiP9uW,@169721 Could you send us a screenshot of the error message you're getting? We'll take a look /RH
"@SpotifyCares On Firefox, it's simply the signup form with a spinner in the center.  The browser console looks like this: https://t.co/JKnhOkvpxY",@169721 Could you send us a screenshot of the error message you're getting? We'll take a look /RH
@SpotifyCares This is the latest version of Spotify on Windows 10 Mobile. https://t.co/v0ZZMdAmNq,@169835 Hey! Can you let us know the Spotify version that you're using? We'll see what we can suggest /RC
@SpotifyCares Please tell me you're creating a new application for Windows Phone🙏,@169835 Got it. The Spotify app on Windows Phone is currently in maintenance mode. There's some more info here: https://t.co/KSq4qsvF5c /PB
@SpotifyCares I reinstall but still the problem 😔,@169836 Thanks. Can you reinstall the app on your PlayStation before trying one more time? Let us know how it goes /JU
@SpotifyCares https://t.co/t1VR724onN this is the playlist thx :),"@169836 Just to check, do the songs play on a different device? Can you also send us the song links? We'll check things out /MU"
"@SpotifyCares I see. Anyway, I will just patiently wait for it. Thank you :)
#MissUniverse #Philippines","@169860 Hey, Taylor Swift's 'Reputation' isn't available to stream just yet! For now, check out the singles: https://t.co/3h0TnPWP0c /RB"
"@SpotifyCares Awww. You're being so thoughtful. Copy that. Again, thank you. 😘",@169860 No worries! Be sure to reach out to us if you ever need anything. We're more than happy to help 🙂 /TB
@SpotifyCares There’s no reason for my downloads to be removed! And sometimes it happens to some artists I think you should fix the app,@169999 2. Just click on Downloads unexpectedly removed. Let us know if there's anything else /KM
@SpotifyCares Mostly the Killers and Dua Lipa,"@169999 Thanks for the feedback, we appreciate it! Can you let us know which artists this happens to? We’ll get this passed onto the right team /CG"
"@SpotifyCares Afraid not. This has been on and off for at least a month. Thinking about it, possibly only on this playlist.",@170130 Thanks! Does restarting your device help at all? /AP
@SpotifyCares A lenovo ideapad laptop on Windows 10. It's happening over both Ethernet and WiFi.,"@170133 Hey! Help's here. What device and operating system are you using? Also, is this happening over 3G/4G, WiFi, or both? /RA"
@SpotifyCares The windows 10 troubleshooter is reporting your site as not responding.,"@170133 Hey! Help's here. What device and operating system are you using? Also, is this happening over 3G/4G, WiFi, or both? /RA"
@SpotifyCares Already done both those. I have a degree in computing so I know what I'm doing.,"@170133 Hmm. Can you check if clearing your browser's cache/cookies does the trick? Also, does restarting your desktop help? Keep us posted /RS"
"@SpotifyCares Already done that too, wayyy ahead of you. No joy.",@170133 We understand. Could you try using a different browser or an incognito window? Let us know how it goes /RS
"@SpotifyCares Thanks! I totally appreciate the licensing difficulties, was just commenting on how it's a real drawback for all streaming platforms.","@170256 Hi Andrew! We’d love to have more dance music available, but we have some info about content here: https://t.co/0i8GpimuDa /MU"
@SpotifyCares ...2/2: session. But opening Spotify later to use again had same problem. And again this morning.,@170260 Hey Simon! Can you let us know your device and Spotify version? We'll see what we can suggest /AP
@SpotifyCares Updated to iOS 11.0.2. Deleted Spotify and reinstalled. Same problem exists. ARGH!!! I see other people tweeting about it - when’s the fix?!,@170260 Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /AP
@SpotifyCares Works for one session. Next time you open Spotify the same problem comes back,@170260 Thanks for the update. Can you try logging out &gt; rebooting your phone &gt; logging back in? See if that helps /RH
@SpotifyCares iPhone 7. iOS 11.0.1 Spotify version 8.4.20.535. Spotify premium. Started yesterday. A full iPhone reboot fixed the problem for that ... 1/2,@170260 Hey Simon! Can you let us know your device and Spotify version? We'll see what we can suggest /AP
"@SpotifyCares restarting fixed it, thankyou!",@170262 Does restarting your phone help? Sending us the exact version of the app would be super useful too /CX
@SpotifyCares @170262 This isn’t a fix as it just reverts back. You need to update the app,@170262 Awesome! We're just a tweet away if you ever need us again. https://t.co/uEkAlnxbzn /CX
@SpotifyCares at first it was fine then it skipped to another song,@170376 Got it. Can you try to see if following the steps at https://t.co/46sWVpIvlI makes a difference? /DV
@SpotifyCares Awesome!,@170377 2. Artists. Hopefully we'll have things running smoothly again soon /KP
@SpotifyCares It's Spotify version 8.4.22.857 armV7 on a Samsung Galaxy S8+ running Android 7.0,"@170378 Hey, help's here! Can you let us know your device, as well as the Android and Spotify versions? We'll see what we can suggest /JP"
@SpotifyCares This is the 4th or 5th time I've noticed that this particular song is next in the queue when the app freezes. https://t.co/vRcm1VRcZy,"@170378 Thanks! Can you try logging out, restarting your phone, and logging back in? Does that make any difference? /JP"
"@SpotifyCares Yes, it's on a playlist I follow from you guys. (Viva Latino - Top 50 by Spotify) I don't know if I can remove if the playlist isn't mine.",@170378 Is this happening on a specific playlist? Can you try removing this track wor a while and see if things will be better? /JP
"@SpotifyCares Nope. Logged out of Spotify, restated phone, listened to one song on the playlist and it still froze up. https://t.co/OKJuMrXDTC","@170378 Thanks! Can you try logging out, restarting your phone, and logging back in? Does that make any difference? /JP"
@SpotifyCares give me it for free or i’m going to apple music,@170386 Hi there! Our Premium for Family plan may be best for you. More details on that here: https://t.co/KJ8ayuKPFM /GK
"@SpotifyCares Hi! It affects every track, album, and playlist. I have both cleared the data from the app settings and uninstalled the app.",@170415 Thanks for the info! What troubleshooting have you tried so far? Does this happen with every track/album/playlist you try to share? /CB
@SpotifyCares Thanks!,"@170415 Got it! We're looking into this issue at the moment. Hopefully we'll come up with a fix soon. For anything else for now, let us know /AR"
@SpotifyCares Done! Thanks!!! 💝,"@170416 Hey there, this sounds like something for our Artist team! You can contact them here: https://t.co/p1wbtdELHu. Let us know how it goes /DH"
"@SpotifyCares Thanks for the prompt reply, I tried that originally. It just keeps saying retry 🙇🏻",@170568 Hi there! Can you DM us your account's username or email address? We'll take a look backstage /TC https://t.co/ldFdZR1cbT
@SpotifyCares Who’s the content provider? @11888 ? I’ll tweet them every day instead :-),"@170772 We do our best! But sometimes agreements are ongoing, or can't be reached with the content provider. Hope this helps /RE"
@SpotifyCares I already tried that but I keep getting this: https://t.co/1U4HcpGicE,@170773 Hi! You can find Your Time Capsule here: https://t.co/ExdY0v86I8 or by searching spotify:genre:decades in the app /RC
@SpotifyCares It isn't there and I scrolled all the way through.,@170773 Hmm. Can you search for spotify:genre:decades on the app? Scroll through the list to see your Your Time Capsule playlist /RC
@SpotifyCares thank you,"@170774 1. Hey Pascal! We don’t have any new info about this, but we’ll remind the team it’s a popular request. On another note..."
"@SpotifyCares Hi , I Can't download my collection to spotify only the playlists. I can't have the 60 free premium days, only 30 ☹",@170774 https://t.co/qAh6tkevrD! You know where to find us if there's anything else /KM
@SpotifyCares yes i've send you a private message :),@170774 Can you DM us your account's email address or username? We'll take a look under the hood /ME https://t.co/ldFdZRiNAt
@SpotifyCares Hahaha nice. 😂,@170854 No worries. Just give us a shout if we can help with anything else. Have a... https://t.co/FQulrDtFky /AY
"@SpotifyCares Still no joy, it's only when a video comes up on the feed, never happened before",@170856 Hi Tony! Can you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /MU
"@SpotifyCares thanks y’all, love u. this is why i’m loyal 💚💚💚",@170998 Hey Zaira! Thanks for sharing your thoughts on this. We’ll make sure your feedback reaches the right folks /AY
@SpotifyCares 😂👏👏,@170999 No worries! Just give us a shout if the problem persists. We're... https://t.co/zOXI69QSqg /RS
@SpotifyCares I have 9342 tracks in Songs,"@171498 Hi there! How many tracks would you say you have in Songs (roughly)? e.g. 100, 1000, 5000, or more? /HC"
@SpotifyCares 😩,@171498 Thanks. There's currently a 10k limit in Your Music (Songs + Albums + Artists). We have more info here: https://t.co/59ABtm5Ftl /HC
"@SpotifyCares I can't seem to vote for that idea, the + vote button is disabled although I'm logged in.","@171498 If you feel that isn't enough, you can show your support by voting for the idea to increase the 10,000 limit: https://t.co/8OOl8B2i69 /HC"
"@SpotifyCares Incognito did the trick, apparently I had to create a community account first but that wasn't triggered with my existing logged in browser.",@171498 Got it. Have you tried voting using a different browser or using an incognito window? Let us know how you get on /TF
@SpotifyCares I forgot my password..can you please email it to me..,@171499 Hi there! We suggest deleting your tweet as it contains private info. Let's continue via DM instead /RS https://t.co/ldFdZRiNAt
@SpotifyCares Username is scopixar515 if that helps,@172015 Hi there! We appreciate your feedback. We'll make sure to pass it on to the right folks /PL
"@SpotifyCares Spotify's updated to 8.4.20, iOS 11.0.1, iPhone 6S Plus. Everything's running fine until I switch apps","@172016 Hey Keith, help's here. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AY"
@SpotifyCares works like a charm now. thanks !,@172016 Thanks. Try logging out &gt; restarting your device by holding Home + Lock for 10 seconds &gt; logging back in. Does that help? /AY
"@SpotifyCares Microsoft Surface, Windows 10. Worked fine yesterday!","@172260 Hey! That's not cool. What device, operating system, and browser are you using? We'll see what we can suggest /MV"
@SpotifyCares Everything that should be clickable is clickable. And the clicks register (I can see the player respond to the click). But it doesn't play. https://t.co/SkcWN1VW06,@172260 Can you tell us more about what's happening? Are you getting any specific error messages? A screenshot would come in handy /MV
@SpotifyCares I'm on a high-speed wired connection and all other web functionality is 100%. Have cleared cache &amp; restarted browser.,@172260 How's your internet connection for loading other web pages? Can you try clearing your browser’s cache and restarting the web player? /MV
@SpotifyCares Out of patience &amp; time. Working in silence it is ...,"@172260 Don't worry, we'll sort this out. Try using an incognito window or a private browser. Any better? /MV"
@SpotifyCares Sent!,@172260 Don't give up on us yet! Can you DM us your account's email address? We'll figure this out /MV https://t.co/ldFdZRiNAt
"@SpotifyCares It just sounds... different, like the levels have been changed, does Spotify have its own EQ control?",@172261 Hey there! We'd love to help. Can you let us know what's happening exactly? /RC
@SpotifyCares America,@172483 Hi there! Can you let us know the country your account is based? We'll take a look backstage /MG
"@SpotifyCares Spotify version 8.4.21.508
and my phone just got the newest system update.",@172564 Hey there! What Android and Spotify version are you using? We'll see what we can suggest /RB
@SpotifyCares It does not.,@172564 Thanks! Does restarting your device - including removing the battery for 30 seconds if possible - help at all? /RB
@SpotifyCares Just got around to doing this and all it did was cancel my premium and delete all my songs... 🙃,@172564 No worries! Can you try the steps here for us: https://t.co/EqisDMwZAT? Let us know how it goes /RB
@SpotifyCares Could really use the help,@172639 Hey there! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN
@SpotifyCares I’m pretty pissed rn,@172639 Hey there! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN
@SpotifyCares I just purchased premium with a gift card and it won’t appear on my account as premium,@172639 Hey there! We'll help out. Can you let us know what's happening exactly? We'll see what we can suggest /AN
@SpotifyCares Twitter,@172642 Thanks for the info. Can you tell us what social media platforms do you normally use for sharing your tunes? /CH
@SpotifyCares Nahh I'm too drunk. Maybe tomorrow. Thanks,"@172642 Can you tell us if this started happening after an app update? Does logging out and back in to the app, and restarting your device help? /CH"
@SpotifyCares I don’t have a ‘local files’ tab on my mobile,@172660 Can you try going to Settings &gt; Local Files &gt; and the disable all sources? Let us know how it plays out /LM
@SpotifyCares Just sent it,"@172660 Hmm, could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt"
"@SpotifyCares for the last two months or so, the first page loads up, then when i go to a playlist etc its just the loading symbol nothing else","@160407 Thanks. When did you start having this issue? Also, what usually makes the app freeze? /RH"
@SpotifyCares Hi! It's been a month. Any updates on accessing #Spotify on Smart TVs? Or is this just going to slip away quietly?,"@172747 Don't worry, we’re taking all the feedback on board about this. For anything else, we'll be right here for you /RC"
@SpotifyCares Lol thx y'all,@172819 Hey Liz. We didn't mean to cause any offense. We'll pass the feedback on to the right people /TQ
"@SpotifyCares 1) People here use your service for 14 days for free using vpn and then they have to pay 
Together it becomes too much hard work","@160068 We don't have any updates on this yet. Don't worry, we'll let the right team know this is something you'd like to see /GK"
@SpotifyCares @172877 Do it,"@172877 Hey Caleb! We aren't offering any type of military discount for now, but we'll pass the idea to the right team /JL"
@SpotifyCares @172877 Just free lol,"@172877 Hey Caleb! We aren't offering any type of military discount for now, but we'll pass the idea to the right team /JL"
@SpotifyCares @172877 That’s who really deserves it,"@172877 Hey Caleb! We aren't offering any type of military discount for now, but we'll pass the idea to the right team /JL"
@SpotifyCares @172877 https://t.co/8FacgiuepO,"@172877 Hey Caleb! We aren't offering any type of military discount for now, but we'll pass the idea to the right team /JL"
"@SpotifyCares Yo, still having loads of issues with Spotify - removing my downloads, no lock screen controls etc. Resetting solves short term but no fun",@172966 Awesome! We're glad to hear that. Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /MU
@SpotifyCares Galaxy A5 2017 OS: ANDROID 7.0. SPOTIFY: 8.4.21.508 armV7,"@172968 2: using, that would be great 🙂 /RR"
@SpotifyCares I did it... but nothing happened.. still having the same problem :(,@173081 Can you try following the steps here: https://t.co/cxGHt0bCR8? Let us know how it goes /PL
@SpotifyCares spotify:artist:19t4krGrwyr10giUMdv8BK - There is whole album that isn't by @9943 called Wuste Lieder or something,@173798 Hi Sam! Can you send over the Spotify links/URIs of the affected tracks? We'll get this reported /ME
@SpotifyCares This one doesn't want to be there https://t.co/EDeyBOcjBG,@173798 It'd be great if you could also send over the link of the affected album. We'll keep an eye out for your reply /ME
@SpotifyCares This is UX fail IMO. It should have a simple ‘clear’ option with a playlist. I don’t want to select 50 songs in my bigger playlist.,@173800 Hey! There's now an option clear your play queue on the app. There's info on this at https://t.co/l6anFcUL6p /RC
"@SpotifyCares Btw, I am using Spotify on iPhone 7 running iOS 11.",@173800 We hear you loud and clear. Your feedback has been noted and passed onto the team 👊🏼 /PB
@SpotifyCares do you need a student email? I do online and they don’t give out one.,@173801 Hey Kaitlin! Could you DM us your account's email address or username? We'll check things out /AY https://t.co/ldFdZRiNAt
"I am confident you, @SpotifyCares, meant to type “on [its] own?” instead. ‘It's’ doesn't belong to ‘it’; ‘its’ does.",@173799 Thanks. Do you have the app installed on a mobile device? Do you get a pop-up message when the music un-pauses on it's own? /CB
@SpotifyCares I used to have premium till it started to do that,"@174039 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest."
@SpotifyCares Sure. I'm using the One Plus 2 with Android 6.0.1 and Spotify Version 8.4.21.508 armV7,"@174039 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest."
@SpotifyCares No tried it a dozen times. Even uninstall it and reinstalled it multiple times,@174039 Got it. Does logging out and restarting your device help? Let us know how it goes /RC
@SpotifyCares Both.,"@174039 Thanks for letting us know. Does it happen over 3G/4G, WiFi, or both? /SY"
@SpotifyCares I recently moved countries. Could that be the issue?,"@174039 Thanks for letting us know. Does it happen over 3G/4G, WiFi, or both? /SY"
@SpotifyCares Will I lose my playlists and downloaded songs?,@174113 Got it. Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT. Any better? /NY
@SpotifyCares Uninstalled and reinstalled and restarted the phone and songs are still jumping. Will be cancelling my subscription,"@174113 We're afraid you'll need to resync your offline music after reinstalling, but you won't lose your playlist. We'll wait your next update /NY"
@SpotifyCares Noo I have to Re install everytime,@174131 Thanks. We can see you have the latest version available. Does restarting your device make a difference? Keep us posted /DB
@SpotifyCares I did restart ny network! I did everything.....it's weird! There's no problem with Apple Music..,"@174131 Hmm. Have you tried restarting your network router? If not, we'd suggest giving it a go. Let us know how it goes /JE"
"@SpotifyCares Hi there, tried that... no one replied. Its been 5 days","@174346 Hey there! Just to check, have you filled out the form at https://t.co/EPFb14dNII? /CO"
"@SpotifyCares Hi, thanks for this. its __email__","@174346 2: represent? Also, what's the best email address we can contact you on? /CO https://t.co/ldFdZRiNAt"
@SpotifyCares Woooorks :) https://t.co/KH4mrSxEwI,@174971 Hmm. Could you give it another try by heading over at https://t.co/jGP5GWOoVY? Let us know how it goes /GU
@SpotifyCares https://t.co/7TdhVfq21J it's comes up as I will survive but look at the album title and cover.,@174972 Thanks for the info. Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link /PB
@SpotifyCares even on an incognito desktop browser the results are the same https://t.co/njV9qHtWFD,@174972 That's odd. It appears to be correct on our end. Can you try logging out then back in? Let us know how it goes /PB
@SpotifyCares Android phone and windows pc,@175173 Hey Michael! Can you let us know what device you're using Spotify on? We'll see what we can suggest /JP
"@SpotifyCares I read through it and understand why, I’m just sad. I bought a webOS smart tv hoping that Spotify was available.","@175355 Hey Caleb! As we look to improve the overall Spotify experience, we are removing the app from WebOS devices. There's more info here: https://t.co/D2p6hgpCoW. Hope this explains it /GS"
@SpotifyCares Not able to upload songs to spotfy via artist webpage,"@175357 Hey, sorry to hear this! Can you let us know what's happening exactly? We'll see what we can suggest /GS"
"@SpotifyCares When i go on to create an artist account, it makes me pick from a list of artists already on spotfiy and then verify that i am them but im not them i am trying to put my music onto spotify for other people to find","@175357 Hey, sorry to hear this! Can you let us know what's happening exactly? We'll see what we can suggest /GS"
@SpotifyCares Also the same thing that i get when i try to upload music,@175357 Got it. Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT
@SpotifyCares This is what i am getting when trying to talk to them https://t.co/UxxwmDxaK1,@175357 Got it. Our friends in Artist Support are the right folks to help with this. You can get in touch with them here: https://t.co/p1wbtdELHu /MT
@SpotifyCares No it's a downloaded playlist. It stops playing half way through the song. You can't skip forward or back then the app crashes,"@175424 Got it. Just to check, are you getting any specific error messages? If so, a screenshot can be handy /NG"
@SpotifyCares https://t.co/PAbwGNKgkT cheers,@175424 Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check things out /NG
@SpotifyCares My account is currently on germany,@175595 Hey there! Can you let us know the country your account is set to? We'll take a look backstage /PB
@SpotifyCares Yes i cant see it although i already turn it on,@175595 Got it! Behind the Lyrics should be available to all Android users. Are you having any issues viewing them? Let us know /PB
@SpotifyCares My app version is 8.4.21 and my android version is 6.0.1,@175595 Hmm. Can you let us know the Android and app version you're using? We'll see what we can suggest /PB
@SpotifyCares No not at all,"@175595 Great! Just to check, have you tried logging out then back in? Does restarting your device help at all? /PB"
"@SpotifyCares This one here, sir. (shout out to @13078 /@13079 ) and I have a Google Pixel under Google/Android interface. https://t.co/b2iPPk8Ihp","@175987 Hey there! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /NS"
@SpotifyCares Sharing it still not working. Uninstalled/reinstalled - saw the app did an update - no phone updates. Please send help.,@175987 Thanks for the info. Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon! /NS
@SpotifyCares It is working and for that I want to thank you! 👏👏🤘🤘🙌,"@175987 Hi again Bex! Thanks for bearing with us. Don't worry, our developers are looking into this. Hopefully we'll have a fix soon /KB"
"@SpotifyCares I'm seeing the world in a whole new array of 
https://t.co/UB42MadDzX
#nowplaying",@175987 That's good to hear! Give us a shout if you need us again. Otherwise... https://t.co/SkdXv2BhCb /JO
@SpotifyCares Cool just DM'ed it,"@176060 If that's the case, you can DM us your Facebook email address or the link to your profile page. We'll be right here waiting /LO https://t.co/ldFdZRiNAt"
@SpotifyCares 8.0.0,@176103 Hi Amos! Can you let us know the version of Android you're using? We'll take a look /ME
@SpotifyCares  https://t.co/IwIJNsd5XT,"@176103 Thanks for letting us know about this. Don't worry, our best tech folks are looking into it as we tweet. Hopefully we'll have fix soon /ME"
@SpotifyCares Same thing in FF and incognito. Can't try another device currently. Other playlists seem to work as expected.,"@176258 Can you try using a different device, browser, or incognito window? Let us know if that makes a difference /LM"
@SpotifyCares Yes thanks. Dming now,@176542 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
@SpotifyCares Hi Spotify. How's that request coming along. Found this today - Google/YouTube leading the way in social responsibility #ProveSpotifyCares https://t.co/I0sNawAOmH,"@176622 2. we'll have an update soon. In the meantime, let us know if you need help with anything else and thanks for bearing with us /GU"
@SpotifyCares Oh look. Here's another one...from GOOGLE PLAY! If their engineers can do it why can't yours?   #ProveSpotifyCares https://t.co/TML4ApjIDG,"@176622 We're always making improvements to the overall Spotify experience. Don't worry, we'll give them another nudge /PB"
@SpotifyCares Me again. Just wanted to follow up to see how you guys are getting along with putting in that filter? #ProveSpotifyCares,@176622 We've already passed on your thoughts. Thanks for taking the time to reach out – your feedback's been noted 📝 /PB
"@SpotifyCares Good to hear it. When is ""soon""? #ProveSpotifyCares",@176622 We understand your concern and our devs are already aware of this. Fingers crossed we'll have an update soon /GU
"@SpotifyCares 2. appears to be a step ahead of you as well! Just sayin.....
#ProveSpotifyCares","@176622 We don't have any info to share right now. Don't worry, we'll make sure to let everyone know as soon as we have something to announce /GU"
@SpotifyCares @147836 I just want to know when you're going to add this very minor change. I get the impression you're fobbing me off..Daniel? #ProveSpotifyCares,@176622 @147836 Hi Duncan! We appreciate your thoughts on this requested feature. You can keep an eye out for any updates here: https://t.co/LQlWa1xbin /MK
"@SpotifyCares @147836 Anyone would be forgiven for thinking that I'm being fobbed off. DANIEL you're very quiet on this - you have kids, are you ok with them hearing bad language? #ProveSpotifyCares","@176622 @147836 Hey there. We don't have any new info on this, but rest assured we've passed your feedback directly on. Thanks for sharing your thoughts! /M"
@SpotifyCares Straight question. Why does spotify have no explicit filter?  Straight answer please..... #ProveSpotifyCares,"@176622 We hear you, and we appreciate all the feedback. In the meantime, we'll be here if there's anything else 🙂 /M"
"@SpotifyCares Uh no....that""s not an answer. Give me, and you other customers that have been asking for this for 5 years, the REASON why you don't provide this when every other music streaming service does. Answer?","@176622 We're afraid we don't have any more info on this right now. As soon as we have any updates, we'll share them at https://t.co/LQlWa1xbin /M"
@SpotifyCares 1. Well that's rather disappointing.  Thought you guys might like to know that Apple Music...... #ProveSpotifyCares https://t.co/pgNjz0rzl3,"@176622 We don't have any info to share right now. Don't worry, we'll make sure to let everyone know as soon as we have something to announce /GU"
@SpotifyCares Thanks!!,"@176787 Hi Edu! You can download up to 3,333 songs per device, on a maximum of 3 devices. More info here: https://t.co/WSjJgGAmPy /AU"
@SpotifyCares Fixed it! Thank you! :D,@177062 Hi there! Can you DM us your account's email address? We'll take a look backstage /AU https://t.co/ldFdZRiNAt
@SpotifyCares Would appreciate y'all adding them back. Makes my membership half as worth it,@177178 Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /CB
"@SpotifyCares Win 10 Pro 64 bit
1.0.64.399.g4637b02a",@165995 Hey there! What operating system and version of Spotify is this happening on? We'll lend a hand /SY
@SpotifyCares It’s chemicaliiz.  Thanks a lot.,@177564 Hey there! Can you fire over your account's username or email address? We'll take a look under the hood /AG
"@SpotifyCares Tried that, didn't seem to help. The problem seems to happen when resuming the App after being away from it and another App has used sound.",@177704 Thanks for the info. Can you try reinstalling the app and see if it makes a difference? Keep us posted /LM
@SpotifyCares I tried it on my #lumia650 and it still does the same thing randomly.,"@177704 Hmm, can you try using a different Windows 10 phone and see if the issue persists? Keep us posted /LM"
"@SpotifyCares Tried, does not happen on your desktop app, android or iOS.",@177704 Will it be possible if you can log in to a non-Windows 10 device? Give us a shout if you get the same error /SJ
@SpotifyCares 1/2 Thanks @SpotifyCares for the help. I hope @115888 patches the windows 10 mobile app to resolve these bugs.,@177704 Got it. Could you send us a DM with your account's email address or username? We'll take a closer look /AY https://t.co/ldFdZRiNAt
"@SpotifyCares @177704 I can confirm the same error.
Tried logging in w/native spotify account + facebook with same result.
uninstall/reinstall app",@177704 Got it. Could you send us a DM with your account's email address or username? We'll take a closer look /AY https://t.co/ldFdZRiNAt
